episode,reward,length,loss,timestep
1445,66.0,67,54.77021789550781,294134
1446,452.0,453,54.77021789550781,294587
1447,145.0,146,54.77021789550781,294733
1448,77.0,78,54.77021789550781,294811
1449,656.0,657,83.10309600830078,295468
1450,79.0,80,83.10309600830078,295548
1451,656.0,657,83.10309600830078,296205
1452,77.0,78,83.10309600830078,296283
1453,145.0,146,83.10309600830078,296429
1454,145.0,146,83.10309600830078,296575
1455,80.0,81,83.10309600830078,296656
1456,77.0,78,83.10309600830078,296734
1457,146.0,147,83.10309600830078,296881
1458,79.0,80,45.179744720458984,296961
1459,77.0,78,45.179744720458984,297039
1460,871.0,872,45.179744720458984,297911
1461,77.0,78,45.179744720458984,297989
1462,206.0,207,45.179744720458984,298196
1463,77.0,78,45.179744720458984,298274
1464,453.0,454,45.179744720458984,298728
1465,887.0,888,17.564197540283203,299616
1466,78.0,79,17.564197540283203,299695
1467,78.0,79,17.564197540283203,299774
1468,556.0,557,17.564197540283203,300331
1469,145.0,146,17.564197540283203,300477
1470,291.0,292,17.564197540283203,300769
1471,78.0,79,17.564197540283203,300848
1472,871.0,872,54.49922180175781,301720
1473,77.0,78,54.49922180175781,301798
1474,79.0,80,54.49922180175781,301878
1475,77.0,78,54.49922180175781,301956
1476,871.0,872,54.49922180175781,302828
1477,242.0,243,54.49922180175781,303071
1478,145.0,146,26.19835090637207,303217
1479,871.0,872,26.19835090637207,304089
1480,77.0,78,26.19835090637207,304167
1481,300.0,301,26.19835090637207,304468
1482,78.0,79,26.19835090637207,304547
1483,78.0,79,26.19835090637207,304626
1484,762.0,763,11.008370399475098,305389
1485,145.0,146,11.008370399475098,305535
1486,871.0,872,11.008370399475098,306407
1487,299.0,300,11.008370399475098,306707
1488,871.0,872,16.08919334411621,307579
1489,298.0,299,16.08919334411621,307878
1490,471.0,472,16.08919334411621,308350
1491,499.0,500,16.08919334411621,308850
1492,871.0,872,20.201627731323242,309722
1493,80.0,81,20.201627731323242,309803
1494,79.0,80,20.201627731323242,309883
1495,300.0,301,20.201627731323242,310184
1496,324.0,325,20.201627731323242,310509
1497,78.0,79,20.201627731323242,310588
1498,145.0,146,20.201627731323242,310734
1499,78.0,79,20.201627731323242,310813
1500,78.0,79,20.201627731323242,310892
1501,453.0,454,35.57902145385742,311346
1502,79.0,80,35.57902145385742,311426
1503,871.0,872,35.57902145385742,312298
1504,453.0,454,35.57902145385742,312752
1505,78.0,79,35.57902145385742,312831
1506,145.0,146,35.57902145385742,312977
1507,78.0,79,35.57902145385742,313056
1508,145.0,146,35.57902145385742,313202
1509,472.0,473,42.1473388671875,313675
1510,436.0,437,42.1473388671875,314112
1511,562.0,563,42.1473388671875,314675
1512,436.0,437,42.1473388671875,315112
1513,871.0,872,24.631961822509766,315984
1514,556.0,557,24.631961822509766,316541
1515,145.0,146,24.631961822509766,316687
1516,453.0,454,24.631961822509766,317141
1517,78.0,79,24.631961822509766,317220
1518,1052.0,1053,20.048681259155273,318273
1519,323.0,324,20.048681259155273,318597
1520,762.0,763,20.048681259155273,319360
1521,274.0,275,37.76857376098633,319635
1522,165.0,166,37.76857376098633,319801
1523,145.0,146,37.76857376098633,319947
1524,248.0,249,37.76857376098633,320196
1525,301.0,302,37.76857376098633,320498
1526,70.0,71,37.76857376098633,320569
1527,297.0,298,37.76857376098633,320867
1528,436.0,437,37.76857376098633,321304
1529,761.0,762,47.619346618652344,322066
1530,206.0,207,47.619346618652344,322273
1531,145.0,146,47.619346618652344,322419
1532,301.0,302,47.619346618652344,322721
1533,297.0,298,47.619346618652344,323019
1534,164.0,165,47.619346618652344,323184
1535,559.0,560,69.96654510498047,323744
1536,206.0,207,69.96654510498047,323951
1537,300.0,301,69.96654510498047,324252
1538,556.0,557,69.96654510498047,324809
1539,324.0,325,69.96654510498047,325134
1540,264.0,265,69.96654510498047,325399
1541,324.0,325,23.037038803100586,325724
1542,70.0,71,23.037038803100586,325795
1543,871.0,872,23.037038803100586,326667
1544,164.0,165,23.037038803100586,326832
1545,206.0,207,23.037038803100586,327039
1546,556.0,557,23.037038803100586,327596
1547,206.0,207,15.442338943481445,327803
1548,297.0,298,15.442338943481445,328101
1549,453.0,454,15.442338943481445,328555
1550,78.0,79,15.442338943481445,328634
1551,453.0,454,15.442338943481445,329088
1552,556.0,557,15.442338943481445,329645
1553,78.0,79,15.442338943481445,329724
1554,453.0,454,37.51925277709961,330178
1555,77.0,78,37.51925277709961,330256
1556,297.0,298,37.51925277709961,330554
1557,757.0,758,37.51925277709961,331312
1558,206.0,207,37.51925277709961,331519
1559,565.0,566,20.419164657592773,332085
1560,323.0,324,20.419164657592773,332409
1561,145.0,146,20.419164657592773,332555
1562,305.0,306,20.419164657592773,332861
1563,164.0,165,20.419164657592773,333026
1564,79.0,80,20.419164657592773,333106
1565,556.0,557,20.419164657592773,333663
1566,145.0,146,20.419164657592773,333809
1567,453.0,454,28.286134719848633,334263
1568,296.0,297,28.286134719848633,334560
1569,230.0,231,28.286134719848633,334791
1570,556.0,557,28.286134719848633,335348
1571,145.0,146,28.286134719848633,335494
1572,248.0,249,28.286134719848633,335743
1573,755.0,756,38.013607025146484,336499
1574,556.0,557,38.013607025146484,337056
1575,453.0,454,38.013607025146484,337510
1576,79.0,80,38.013607025146484,337590
1577,454.0,455,32.20094680786133,338045
1578,453.0,454,32.20094680786133,338499
1579,931.0,932,32.20094680786133,339431
1580,296.0,297,32.20094680786133,339728
1581,871.0,872,19.68246078491211,340600
1582,146.0,147,19.68246078491211,340747
1583,436.0,437,19.68246078491211,341184
1584,871.0,872,6.8356757164001465,342056
1585,324.0,325,6.8356757164001465,342381
1586,556.0,557,6.8356757164001465,342938
1587,206.0,207,6.8356757164001465,343145
1588,213.0,214,6.8356757164001465,343359
1589,329.0,330,6.8356757164001465,343689
1590,329.0,330,6.8356757164001465,344019
1591,297.0,298,58.51859664916992,344317
1592,556.0,557,58.51859664916992,344874
1593,206.0,207,58.51859664916992,345081
1594,164.0,165,58.51859664916992,345246
1595,871.0,872,28.865720748901367,346118
1596,145.0,146,28.865720748901367,346264
1597,164.0,165,28.865720748901367,346429
1598,298.0,299,28.865720748901367,346728
1599,556.0,557,28.865720748901367,347285
1600,294.0,295,28.865720748901367,347580
1601,453.0,454,28.865720748901367,348034
1602,302.0,303,36.02739334106445,348337
1603,454.0,455,36.02739334106445,348792
1604,887.0,888,36.02739334106445,349680
1605,323.0,324,36.02739334106445,350004
1606,323.0,324,60.58154296875,350328
1607,649.0,650,60.58154296875,350978
1608,145.0,146,60.58154296875,351124
1609,453.0,454,60.58154296875,351578
1610,871.0,872,59.3029899597168,352450
1611,73.0,74,59.3029899597168,352524
1612,78.0,79,59.3029899597168,352603
1613,206.0,207,59.3029899597168,352810
1614,871.0,872,59.3029899597168,353682
1615,78.0,79,59.3029899597168,353761
1616,167.0,168,59.3029899597168,353929
1617,453.0,454,61.50572967529297,354383
1618,556.0,557,61.50572967529297,354940
1619,452.0,453,61.50572967529297,355393
1620,299.0,300,61.50572967529297,355693
1621,556.0,557,61.50572967529297,356250
1622,759.0,760,32.43768310546875,357010
1623,292.0,293,32.43768310546875,357303
1624,146.0,147,32.43768310546875,357450
1625,297.0,298,32.43768310546875,357748
1626,556.0,557,32.43768310546875,358305
1627,297.0,298,10.965641021728516,358603
1628,516.0,517,10.965641021728516,359120
1629,871.0,872,10.965641021728516,359992
1630,164.0,165,10.965641021728516,360157
1631,324.0,325,22.16612434387207,360482
1632,304.0,305,22.16612434387207,360787
1633,293.0,294,22.16612434387207,361081
1634,871.0,872,22.16612434387207,361953
1635,206.0,207,22.16612434387207,362160
1636,296.0,297,22.16612434387207,362457
1637,451.0,452,18.277389526367188,362909
1638,436.0,437,18.277389526367188,363346
1639,436.0,437,18.277389526367188,363783
1640,133.0,134,18.277389526367188,363917
1641,556.0,557,18.277389526367188,364474
1642,206.0,207,25.035358428955078,364681
1643,324.0,325,25.035358428955078,365006
1644,324.0,325,25.035358428955078,365331
1645,436.0,437,25.035358428955078,365768
1646,436.0,437,25.035358428955078,366205
1647,871.0,872,6.45067834854126,367077
1648,65.0,66,6.45067834854126,367143
1649,556.0,557,6.45067834854126,367700
1650,871.0,872,6.45067834854126,368572
1651,871.0,872,15.71574592590332,369444
1652,329.0,330,15.71574592590332,369774
1653,206.0,207,15.71574592590332,369981
1654,295.0,296,15.71574592590332,370277
1655,937.0,938,5.640042304992676,371215
1656,164.0,165,5.640042304992676,371380
1657,871.0,872,5.640042304992676,372252
1658,323.0,324,5.640042304992676,372576
1659,871.0,872,30.489822387695312,373448
1660,436.0,437,30.489822387695312,373885
1661,931.0,932,9.584982872009277,374817
1662,206.0,207,9.584982872009277,375024
1663,290.0,291,9.584982872009277,375315
1664,323.0,324,9.584982872009277,375639
1665,871.0,872,9.584982872009277,376511
1666,556.0,557,17.21129608154297,377068
1667,871.0,872,17.21129608154297,377940
1668,78.0,79,17.21129608154297,378019
1669,323.0,324,17.21129608154297,378343
1670,453.0,454,17.21129608154297,378797
1671,78.0,79,17.21129608154297,378876
1672,871.0,872,43.641475677490234,379748
1673,556.0,557,43.641475677490234,380305
1674,300.0,301,43.641475677490234,380606
1675,517.0,518,28.90385627746582,381124
1676,927.0,928,28.90385627746582,382052
1677,871.0,872,28.90385627746582,382924
1678,452.0,453,19.147611618041992,383377
1679,1045.0,1046,19.147611618041992,384423
1680,871.0,872,8.311054229736328,385295
1681,887.0,888,8.311054229736328,386183
1682,436.0,437,8.311054229736328,386620
1683,164.0,165,8.311054229736328,386785
1684,65.0,66,8.311054229736328,386851
1685,871.0,872,17.19476318359375,387723
1686,453.0,454,17.19476318359375,388177
1687,934.0,935,17.19476318359375,389112
1688,78.0,79,36.70261001586914,389191
1689,164.0,165,36.70261001586914,389356
1690,323.0,324,36.70261001586914,389680
1691,323.0,324,36.70261001586914,390004
1692,556.0,557,36.70261001586914,390561
1693,79.0,80,36.70261001586914,390641
1694,871.0,872,21.21451187133789,391513
1695,302.0,303,21.21451187133789,391816
1696,323.0,324,21.21451187133789,392140
1697,565.0,566,21.21451187133789,392706
1698,558.0,559,68.87211608886719,393265
1699,871.0,872,68.87211608886719,394137
1700,302.0,303,68.87211608886719,394440
1701,556.0,557,68.87211608886719,394997
1702,556.0,557,57.28681182861328,395554
1703,566.0,567,57.28681182861328,396121
1704,323.0,324,57.28681182861328,396445
1705,938.0,939,23.326904296875,397384
1706,436.0,437,23.326904296875,397821
1707,453.0,454,23.326904296875,398275
1708,453.0,454,23.326904296875,398729
1709,977.0,978,16.280689239501953,399707
1710,213.0,214,16.280689239501953,399921
1711,556.0,557,16.280689239501953,400478
1712,871.0,872,16.280689239501953,401350
1713,65.0,66,21.631454467773438,401416
1714,762.0,763,21.631454467773438,402179
1715,453.0,454,21.631454467773438,402633
1716,755.0,756,21.631454467773438,403389
1717,556.0,557,13.12063980102539,403946
1718,297.0,298,13.12063980102539,404244
1719,451.0,452,13.12063980102539,404696
1720,453.0,454,13.12063980102539,405150
1721,453.0,454,17.47516632080078,405604
1722,299.0,300,17.47516632080078,405904
1723,453.0,454,17.47516632080078,406358
1724,452.0,453,17.47516632080078,406811
1725,79.0,80,17.47516632080078,406891
1726,295.0,296,17.47516632080078,407187
1727,453.0,454,26.701629638671875,407641
1728,376.0,377,26.701629638671875,408018
1729,453.0,454,26.701629638671875,408472
1730,453.0,454,26.701629638671875,408926
1731,299.0,300,26.701629638671875,409226
1732,304.0,305,26.701629638671875,409531
1733,556.0,557,29.54437828063965,410088
1734,934.0,935,29.54437828063965,411023
1735,453.0,454,29.54437828063965,411477
1736,871.0,872,29.975826263427734,412349
1737,556.0,557,29.975826263427734,412906
1738,937.0,938,11.903626441955566,413844
1739,556.0,557,11.903626441955566,414401
1740,453.0,454,11.903626441955566,414855
1741,976.0,977,6.184910774230957,415832
1742,871.0,872,6.184910774230957,416704
1743,183.0,184,6.184910774230957,416888
1744,887.0,888,6.184910774230957,417776
1745,931.0,932,49.84211349487305,418708
1746,568.0,569,49.84211349487305,419277
1747,164.0,165,49.84211349487305,419442
1748,556.0,557,13.746603965759277,419999
1749,294.0,295,13.746603965759277,420294
1750,453.0,454,13.746603965759277,420748
1751,146.0,147,13.746603965759277,420895
1752,935.0,936,13.746603965759277,421831
1753,145.0,146,12.07427978515625,421977
1754,436.0,437,12.07427978515625,422414
1755,324.0,325,12.07427978515625,422739
1756,556.0,557,12.07427978515625,423296
1757,556.0,557,12.07427978515625,423853
1758,453.0,454,19.847455978393555,424307
1759,453.0,454,19.847455978393555,424761
1760,932.0,933,19.847455978393555,425694
1761,556.0,557,7.401566982269287,426251
1762,871.0,872,7.401566982269287,427123
1763,453.0,454,7.401566982269287,427577
1764,556.0,557,8.428972244262695,428134
1765,454.0,455,8.428972244262695,428589
1766,871.0,872,8.428972244262695,429461
1767,145.0,146,8.428972244262695,429607
1768,556.0,557,18.238798141479492,430164
1769,871.0,872,18.238798141479492,431036
1770,453.0,454,18.238798141479492,431490
1771,453.0,454,18.238798141479492,431944
1772,453.0,454,13.438090324401855,432398
1773,933.0,934,13.438090324401855,433332
1774,146.0,147,13.438090324401855,433479
1775,78.0,79,13.438090324401855,433558
1776,304.0,305,13.438090324401855,433863
1777,1045.0,1046,23.87990379333496,434909
1778,453.0,454,23.87990379333496,435363
1779,931.0,932,10.191640853881836,436295
1780,932.0,933,10.191640853881836,437228
1781,556.0,557,10.191640853881836,437785
1782,78.0,79,10.191640853881836,437864
1783,296.0,297,10.191640853881836,438161
1784,376.0,377,25.125024795532227,438538
1785,567.0,568,25.125024795532227,439106
1786,558.0,559,25.125024795532227,439665
1787,301.0,302,25.125024795532227,439967
1788,296.0,297,25.125024795532227,440264
1789,871.0,872,76.9531478881836,441136
1790,556.0,557,76.9531478881836,441693
1791,871.0,872,11.322346687316895,442565
1792,78.0,79,11.322346687316895,442644
1793,931.0,932,11.322346687316895,443576
1794,206.0,207,11.322346687316895,443783
1795,556.0,557,11.322346687316895,444340
1796,989.0,990,18.108720779418945,445330
1797,1046.0,1047,18.108720779418945,446377
1798,556.0,557,15.511009216308594,446934
1799,563.0,564,15.511009216308594,447498
1800,83.0,84,15.511009216308594,447582
1801,146.0,147,15.511009216308594,447729
1802,556.0,557,15.511009216308594,448286
1803,931.0,932,14.704007148742676,449218
1804,453.0,454,14.704007148742676,449672
1805,987.0,988,52.20819091796875,450660
1806,556.0,557,52.20819091796875,451217
1807,206.0,207,52.20819091796875,451424
1808,455.0,456,52.20819091796875,451880
1809,559.0,560,52.20819091796875,452440
1810,561.0,562,16.8106746673584,453002
1811,455.0,456,16.8106746673584,453458
1812,453.0,454,16.8106746673584,453912
1813,453.0,454,16.8106746673584,454366
1814,556.0,557,9.50716495513916,454923
1815,927.0,928,9.50716495513916,455851
1816,556.0,557,9.50716495513916,456408
1817,453.0,454,6.7120466232299805,456862
1818,454.0,455,6.7120466232299805,457317
1819,206.0,207,6.7120466232299805,457524
1820,656.0,657,6.7120466232299805,458181
1821,206.0,207,6.7120466232299805,458388
1822,292.0,293,6.7120466232299805,458681
1823,871.0,872,29.527084350585938,459553
1824,556.0,557,29.527084350585938,460110
1825,701.0,702,4.093184947967529,460812
1826,556.0,557,4.093184947967529,461369
1827,871.0,872,4.093184947967529,462241
1828,453.0,454,4.093184947967529,462695
1829,556.0,557,25.38680648803711,463252
1830,453.0,454,25.38680648803711,463706
1831,436.0,437,25.38680648803711,464143
1832,556.0,557,25.38680648803711,464700
1833,556.0,557,15.852397918701172,465257
1834,291.0,292,15.852397918701172,465549
1835,206.0,207,15.852397918701172,465756
1836,436.0,437,15.852397918701172,466193
1837,871.0,872,31.216636657714844,467065
1838,556.0,557,31.216636657714844,467622
1839,453.0,454,31.216636657714844,468076
1840,453.0,454,31.216636657714844,468530
1841,556.0,557,3.9633383750915527,469087
1842,976.0,977,3.9633383750915527,470064
1843,556.0,557,3.9633383750915527,470621
1844,871.0,872,17.078489303588867,471493
1845,556.0,557,17.078489303588867,472050
1846,556.0,557,17.078489303588867,472607
1847,556.0,557,11.300918579101562,473164
1848,556.0,557,11.300918579101562,473721
1849,145.0,146,11.300918579101562,473867
1850,453.0,454,11.300918579101562,474321
1851,297.0,298,11.300918579101562,474619
1852,871.0,872,18.162031173706055,475491
1853,453.0,454,18.162031173706055,475945
1854,887.0,888,18.162031173706055,476833
1855,556.0,557,15.667948722839355,477390
1856,300.0,301,15.667948722839355,477691
1857,556.0,557,15.667948722839355,478248
1858,300.0,301,15.667948722839355,478549
1859,78.0,79,15.667948722839355,478628
1860,556.0,557,15.667948722839355,479185
1861,453.0,454,10.03022575378418,479639
1862,133.0,134,10.03022575378418,479773
1863,453.0,454,10.03022575378418,480227
1864,556.0,557,10.03022575378418,480784
1865,453.0,454,10.03022575378418,481238
1866,296.0,297,8.966382026672363,481535
1867,376.0,377,8.966382026672363,481912
1868,291.0,292,8.966382026672363,482204
1869,757.0,758,8.966382026672363,482962
1870,297.0,298,8.966382026672363,483260
1871,556.0,557,29.08034896850586,483817
1872,563.0,564,29.08034896850586,484381
1873,871.0,872,29.08034896850586,485253
1874,556.0,557,2.957263946533203,485810
1875,976.0,977,2.957263946533203,486787
1876,453.0,454,2.957263946533203,487241
1877,303.0,304,9.888309478759766,487545
1878,453.0,454,9.888309478759766,487999
1879,701.0,702,9.888309478759766,488701
1880,556.0,557,9.888309478759766,489258
1881,451.0,452,16.963577270507812,489710
1882,297.0,298,16.963577270507812,490008
1883,453.0,454,16.963577270507812,490462
1884,451.0,452,16.963577270507812,490914
1885,452.0,453,16.963577270507812,491367
1886,757.0,758,7.329191207885742,492125
1887,79.0,80,7.329191207885742,492205
1888,452.0,453,7.329191207885742,492658
1889,454.0,455,7.329191207885742,493113
1890,453.0,454,7.329191207885742,493567
1891,758.0,759,8.283655166625977,494326
1892,453.0,454,8.283655166625977,494780
1893,871.0,872,7.250919342041016,495652
1894,556.0,557,7.250919342041016,496209
1895,932.0,933,7.250919342041016,497142
1896,306.0,307,7.250919342041016,497449
1897,563.0,564,30.949581146240234,498013
1898,556.0,557,30.949581146240234,498570
1899,556.0,557,30.949581146240234,499127
1900,556.0,557,30.949581146240234,499684
1901,305.0,306,20.71481704711914,499990
1902,556.0,557,20.71481704711914,500547
1903,556.0,557,20.71481704711914,501104
1904,556.0,557,20.71481704711914,501661
1905,933.0,934,22.319202423095703,502595
1906,452.0,453,22.319202423095703,503048
1907,871.0,872,8.302467346191406,503920
1908,1051.0,1052,8.302467346191406,504972
1909,453.0,454,8.302467346191406,505426
1910,755.0,756,46.22388458251953,506182
1911,147.0,148,46.22388458251953,506330
1912,887.0,888,46.22388458251953,507218
1913,556.0,557,46.22388458251953,507775
1914,556.0,557,42.032039642333984,508332
1915,305.0,306,42.032039642333984,508638
1916,455.0,456,42.032039642333984,509094
1917,453.0,454,42.032039642333984,509548
1918,754.0,755,13.729408264160156,510303
1919,556.0,557,13.729408264160156,510860
1920,556.0,557,13.729408264160156,511417
1921,298.0,299,13.729408264160156,511716
1922,871.0,872,18.398235321044922,512588
1923,758.0,759,18.398235321044922,513347
1924,299.0,300,18.398235321044922,513647
1925,556.0,557,13.242233276367188,514204
1926,976.0,977,13.242233276367188,515181
1927,556.0,557,13.242233276367188,515738
1928,656.0,657,10.246197700500488,516395
1929,1048.0,1049,10.246197700500488,517444
1930,933.0,934,10.49814510345459,518378
1931,453.0,454,10.49814510345459,518832
1932,931.0,932,10.49814510345459,519764
1933,453.0,454,4.439914226531982,520218
1934,1049.0,1050,4.439914226531982,521268
1935,453.0,454,4.439914226531982,521722
1936,927.0,928,10.552091598510742,522650
1937,453.0,454,10.552091598510742,523104
1938,453.0,454,10.552091598510742,523558
1939,297.0,298,10.552091598510742,523856
1940,453.0,454,6.468978404998779,524310
1941,556.0,557,6.468978404998779,524867
1942,556.0,557,6.468978404998779,525424
1943,933.0,934,4.697519302368164,526358
1944,928.0,929,4.697519302368164,527287
1945,452.0,453,4.697519302368164,527740
1946,145.0,146,4.697519302368164,527886
1947,145.0,146,4.697519302368164,528032
1948,181.0,182,4.697519302368164,528214
1949,453.0,454,81.44596099853516,528668
1950,871.0,872,81.44596099853516,529540
1951,454.0,455,81.44596099853516,529995
1952,556.0,557,16.438804626464844,530552
1953,455.0,456,16.438804626464844,531008
1954,556.0,557,16.438804626464844,531565
1955,455.0,456,16.438804626464844,532021
1956,934.0,935,9.120150566101074,532956
1957,871.0,872,9.120150566101074,533828
1958,246.0,247,9.120150566101074,534075
1959,454.0,455,16.998279571533203,534530
1960,453.0,454,16.998279571533203,534984
1961,556.0,557,16.998279571533203,535541
1962,297.0,298,16.998279571533203,535839
1963,556.0,557,16.998279571533203,536396
1964,935.0,936,16.43695640563965,537332
1965,301.0,302,16.43695640563965,537634
1966,556.0,557,16.43695640563965,538191
1967,556.0,557,9.346908569335938,538748
1968,556.0,557,9.346908569335938,539305
1969,455.0,456,9.346908569335938,539761
1970,453.0,454,9.346908569335938,540215
1971,453.0,454,9.346908569335938,540669
1972,454.0,455,10.296430587768555,541124
1973,871.0,872,10.296430587768555,541996
1974,181.0,182,10.296430587768555,542178
1975,556.0,557,16.11262321472168,542735
1976,981.0,982,16.11262321472168,543717
1977,301.0,302,16.11262321472168,544019
1978,79.0,80,16.11262321472168,544099
1979,939.0,940,7.144308090209961,545039
1980,300.0,301,7.144308090209961,545340
1981,871.0,872,7.144308090209961,546212
1982,213.0,214,7.144308090209961,546426
1983,936.0,937,43.576839447021484,547363
1984,556.0,557,43.576839447021484,547920
1985,557.0,558,43.576839447021484,548478
1986,297.0,298,43.576839447021484,548776
1987,455.0,456,15.433438301086426,549232
1988,754.0,755,15.433438301086426,549987
1989,453.0,454,15.433438301086426,550441
1990,655.0,656,9.680072784423828,551097
1991,324.0,325,9.680072784423828,551422
1992,302.0,303,9.680072784423828,551725
1993,976.0,977,9.680072784423828,552702
1994,1045.0,1046,16.88307762145996,553748
1995,556.0,557,16.88307762145996,554305
1996,887.0,888,23.695466995239258,555193
1997,887.0,888,23.695466995239258,556081
1998,932.0,933,23.695466995239258,557014
1999,979.0,980,34.55192565917969,557994
2000,83.0,84,34.55192565917969,558078
2001,457.0,458,34.55192565917969,558536
2002,556.0,557,34.55192565917969,559093
2003,453.0,454,48.83611297607422,559547
2004,556.0,557,48.83611297607422,560104
2005,455.0,456,48.83611297607422,560560
2006,78.0,79,48.83611297607422,560639
2007,556.0,557,14.18171501159668,561196
2008,976.0,977,14.18171501159668,562173
2009,299.0,300,14.18171501159668,562473
2010,436.0,437,14.18171501159668,562910
2011,164.0,165,14.18171501159668,563075
2012,976.0,977,26.508249282836914,564052
2013,556.0,557,26.508249282836914,564609
2014,758.0,759,33.71658706665039,565368
2015,757.0,758,33.71658706665039,566126
2016,181.0,182,33.71658706665039,566308
2017,452.0,453,33.71658706665039,566761
2018,871.0,872,52.506385803222656,567633
2019,887.0,888,52.506385803222656,568521
2020,601.0,602,52.506385803222656,569123
2021,976.0,977,21.800363540649414,570100
2022,436.0,437,21.800363540649414,570537
2023,757.0,758,21.800363540649414,571295
2024,78.0,79,21.800363540649414,571374
2025,78.0,79,37.80491256713867,571453
2026,1048.0,1049,37.80491256713867,572502
2027,181.0,182,37.80491256713867,572684
2028,453.0,454,37.80491256713867,573138
2029,78.0,79,37.80491256713867,573217
2030,556.0,557,28.009109497070312,573774
2031,978.0,979,28.009109497070312,574753
2032,556.0,557,28.009109497070312,575310
2033,556.0,557,40.81747817993164,575867
2034,987.0,988,40.81747817993164,576855
2035,933.0,934,4.363845348358154,577789
2036,324.0,325,4.363845348358154,578114
2037,1050.0,1051,4.363845348358154,579165
2038,556.0,557,31.53496742248535,579722
2039,455.0,456,31.53496742248535,580178
2040,452.0,453,31.53496742248535,580631
2041,78.0,79,31.53496742248535,580710
2042,871.0,872,31.53496742248535,581582
2043,453.0,454,6.593232154846191,582036
2044,761.0,762,6.593232154846191,582798
2045,976.0,977,2.6787922382354736,583775
2046,927.0,928,2.6787922382354736,584703
2047,454.0,455,2.6787922382354736,585158
2048,556.0,557,2.6787922382354736,585715
2049,455.0,456,29.790090560913086,586171
2050,976.0,977,29.790090560913086,587148
2051,976.0,977,2.9710755348205566,588125
2052,452.0,453,2.9710755348205566,588578
2053,933.0,934,2.9710755348205566,589512
2054,976.0,977,11.582040786743164,590489
2055,556.0,557,11.582040786743164,591046
2056,181.0,182,11.582040786743164,591228
2057,453.0,454,11.582040786743164,591682
2058,556.0,557,25.10247039794922,592239
2059,979.0,980,25.10247039794922,593219
2060,978.0,979,41.109092712402344,594198
2061,653.0,654,41.109092712402344,594852
2062,436.0,437,41.109092712402344,595289
2063,653.0,654,41.109092712402344,595943
2064,656.0,657,10.909765243530273,596600
2065,976.0,977,10.909765243530273,597577
2066,452.0,453,27.139760971069336,598030
2067,1050.0,1051,27.139760971069336,599081
2068,323.0,324,27.139760971069336,599405
2069,452.0,453,27.139760971069336,599858
2070,453.0,454,7.547884941101074,600312
2071,701.0,702,7.547884941101074,601014
2072,556.0,557,7.547884941101074,601571
2073,556.0,557,5.555557727813721,602128
2074,78.0,79,5.555557727813721,602207
2075,976.0,977,5.555557727813721,603184
2076,556.0,557,5.555557727813721,603741
2077,453.0,454,6.952311992645264,604195
2078,976.0,977,6.952311992645264,605172
2079,653.0,654,6.952311992645264,605826
2080,454.0,455,14.585088729858398,606281
2081,453.0,454,14.585088729858398,606735
2082,976.0,977,14.585088729858398,607712
2083,754.0,755,4.214350700378418,608467
2084,206.0,207,4.214350700378418,608674
2085,556.0,557,4.214350700378418,609231
2086,556.0,557,4.214350700378418,609788
2087,887.0,888,23.195405960083008,610676
2088,453.0,454,23.195405960083008,611130
2089,453.0,454,23.195405960083008,611584
2090,556.0,557,23.195405960083008,612141
2091,566.0,567,4.353215217590332,612708
2092,454.0,455,4.353215217590332,613163
2093,453.0,454,4.353215217590332,613617
2094,976.0,977,4.275102615356445,614594
2095,453.0,454,4.275102615356445,615048
2096,556.0,557,4.275102615356445,615605
2097,933.0,934,5.396266460418701,616539
2098,556.0,557,5.396266460418701,617096
2099,976.0,977,5.396266460418701,618073
2100,556.0,557,62.5152587890625,618630
2101,556.0,557,62.5152587890625,619187
2102,556.0,557,62.5152587890625,619744
2103,436.0,437,62.5152587890625,620181
2104,453.0,454,6.160919666290283,620635
2105,453.0,454,6.160919666290283,621089
2106,934.0,935,6.160919666290283,622024
2107,871.0,872,7.975371837615967,622896
2108,303.0,304,7.975371837615967,623200
2109,556.0,557,7.975371837615967,623757
2110,454.0,455,7.975371837615967,624212
2111,453.0,454,8.971999168395996,624666
2112,976.0,977,8.971999168395996,625643
2113,556.0,557,8.971999168395996,626200
2114,455.0,456,8.971999168395996,626656
2115,293.0,294,23.067272186279297,626950
2116,455.0,456,23.067272186279297,627406
2117,556.0,557,23.067272186279297,627963
2118,935.0,936,12.050806045532227,628899
2119,1049.0,1050,12.050806045532227,629949
2120,1048.0,1049,20.2932186126709,630998
2121,556.0,557,20.2932186126709,631555
2122,453.0,454,20.2932186126709,632009
2123,931.0,932,9.266700744628906,632941
2124,556.0,557,9.266700744628906,633498
2125,556.0,557,9.266700744628906,634055
2126,453.0,454,9.266700744628906,634509
2127,929.0,930,14.097638130187988,635439
2128,976.0,977,14.097638130187988,636416
2129,556.0,557,15.453836441040039,636973
2130,933.0,934,15.453836441040039,637907
2131,323.0,324,15.453836441040039,638231
2132,887.0,888,3.7620692253112793,639119
2133,887.0,888,3.7620692253112793,640007
2134,436.0,437,3.7620692253112793,640444
2135,556.0,557,3.7620692253112793,641001
2136,455.0,456,14.766096115112305,641457
2137,472.0,473,14.766096115112305,641930
2138,556.0,557,14.766096115112305,642487
2139,976.0,977,22.982091903686523,643464
2140,653.0,654,22.982091903686523,644118
2141,455.0,456,22.982091903686523,644574
