episode,reward,length,loss,timestep
733,299.0,300,42.18557357788086,110342
734,291.0,292,70.35980224609375,110634
735,64.0,65,70.35980224609375,110699
736,78.0,79,70.35980224609375,110778
737,200.0,201,70.35980224609375,110979
738,146.0,147,70.35980224609375,111126
739,302.0,303,70.35980224609375,111429
740,290.0,291,70.35980224609375,111720
741,148.0,149,70.35980224609375,111869
742,294.0,295,70.35980224609375,112164
743,175.0,176,70.35980224609375,112340
744,145.0,146,70.35980224609375,112486
745,181.0,182,34.95039367675781,112668
746,300.0,301,34.95039367675781,112969
747,601.0,602,34.95039367675781,113571
748,134.0,135,34.95039367675781,113706
749,145.0,146,34.95039367675781,113852
750,88.0,89,34.95039367675781,113941
751,177.0,178,34.95039367675781,114119
752,177.0,178,34.95039367675781,114297
753,653.0,654,47.768516540527344,114951
754,70.0,71,47.768516540527344,115022
755,145.0,146,47.768516540527344,115168
756,457.0,458,47.768516540527344,115626
757,568.0,569,47.768516540527344,116195
758,177.0,178,47.768516540527344,116373
759,79.0,80,47.768516540527344,116453
760,298.0,299,27.075647354125977,116752
761,64.0,65,27.075647354125977,116817
762,178.0,179,27.075647354125977,116996
763,178.0,179,27.075647354125977,117175
764,457.0,458,27.075647354125977,117633
765,145.0,146,27.075647354125977,117779
766,289.0,290,27.075647354125977,118069
767,176.0,177,27.075647354125977,118246
768,178.0,179,27.075647354125977,118425
769,133.0,134,27.075647354125977,118559
770,84.0,85,27.075647354125977,118644
771,287.0,288,123.22734069824219,118932
772,145.0,146,123.22734069824219,119078
773,457.0,458,123.22734069824219,119536
774,145.0,146,123.22734069824219,119682
775,288.0,289,123.22734069824219,119971
776,164.0,165,123.22734069824219,120136
777,123.0,124,123.22734069824219,120260
778,286.0,287,123.22734069824219,120547
779,286.0,287,15.16880989074707,120834
780,64.0,65,15.16880989074707,120899
781,291.0,292,15.16880989074707,121191
782,176.0,177,15.16880989074707,121368
783,145.0,146,15.16880989074707,121514
784,79.0,80,15.16880989074707,121594
785,298.0,299,15.16880989074707,121893
786,324.0,325,15.16880989074707,122218
787,266.0,267,15.16880989074707,122485
788,145.0,146,15.16880989074707,122631
789,85.0,86,15.16880989074707,122717
790,146.0,147,15.16880989074707,122864
791,324.0,325,54.256675720214844,123189
792,289.0,290,54.256675720214844,123479
793,176.0,177,54.256675720214844,123656
794,145.0,146,54.256675720214844,123802
795,288.0,289,54.256675720214844,124091
796,177.0,178,54.256675720214844,124269
797,177.0,178,54.256675720214844,124447
798,569.0,570,36.34629821777344,125017
799,296.0,297,36.34629821777344,125314
800,145.0,146,36.34629821777344,125460
801,145.0,146,36.34629821777344,125606
802,289.0,290,36.34629821777344,125896
803,324.0,325,36.34629821777344,126221
804,79.0,80,36.34629821777344,126301
805,457.0,458,36.34629821777344,126759
806,176.0,177,36.34629821777344,126936
807,65.0,66,69.92850494384766,127002
808,145.0,146,69.92850494384766,127148
809,173.0,174,69.92850494384766,127322
810,178.0,179,69.92850494384766,127501
811,145.0,146,69.92850494384766,127647
812,457.0,458,69.92850494384766,128105
813,295.0,296,69.92850494384766,128401
814,79.0,80,69.92850494384766,128481
815,213.0,214,69.92850494384766,128695
816,70.0,71,69.92850494384766,128766
817,54.0,55,69.92850494384766,128821
818,287.0,288,55.801395416259766,129109
819,177.0,178,55.801395416259766,129287
820,286.0,287,55.801395416259766,129574
821,147.0,148,55.801395416259766,129722
822,164.0,165,55.801395416259766,129887
823,654.0,655,55.801395416259766,130542
824,85.0,86,55.801395416259766,130628
825,147.0,148,55.801395416259766,130776
826,302.0,303,21.473255157470703,131079
827,287.0,288,21.473255157470703,131367
828,148.0,149,21.473255157470703,131516
829,291.0,292,21.473255157470703,131808
830,300.0,301,21.473255157470703,132109
831,145.0,146,21.473255157470703,132255
832,145.0,146,21.473255157470703,132401
833,145.0,146,21.473255157470703,132547
834,134.0,135,21.473255157470703,132682
835,601.0,602,46.176204681396484,133284
836,145.0,146,46.176204681396484,133430
837,145.0,146,46.176204681396484,133576
838,657.0,658,46.176204681396484,134234
839,294.0,295,46.176204681396484,134529
840,145.0,146,46.176204681396484,134675
841,86.0,87,46.176204681396484,134762
842,64.0,65,46.176204681396484,134827
843,70.0,71,46.176204681396484,134898
844,649.0,650,25.448402404785156,135548
845,145.0,146,25.448402404785156,135694
846,134.0,135,25.448402404785156,135829
847,122.0,123,25.448402404785156,135952
848,71.0,72,25.448402404785156,136024
849,79.0,80,25.448402404785156,136104
850,289.0,290,25.448402404785156,136394
851,324.0,325,25.448402404785156,136719
852,291.0,292,25.448402404785156,137011
853,295.0,296,76.4198226928711,137307
854,146.0,147,76.4198226928711,137454
855,145.0,146,76.4198226928711,137600
856,298.0,299,76.4198226928711,137899
857,145.0,146,76.4198226928711,138045
858,569.0,570,76.4198226928711,138615
859,148.0,149,76.4198226928711,138764
860,298.0,299,76.4198226928711,139063
861,73.0,74,76.4198226928711,139137
862,655.0,656,71.43523406982422,139793
863,293.0,294,71.43523406982422,140087
864,324.0,325,71.43523406982422,140412
865,147.0,148,71.43523406982422,140560
866,290.0,291,71.43523406982422,140851
867,291.0,292,71.43523406982422,141143
868,283.0,284,22.0789794921875,141427
869,298.0,299,22.0789794921875,141726
870,283.0,284,22.0789794921875,142010
871,192.0,193,22.0789794921875,142203
872,86.0,87,22.0789794921875,142290
873,172.0,173,22.0789794921875,142463
874,294.0,295,22.0789794921875,142758
875,289.0,290,22.0789794921875,143048
876,288.0,289,22.0789794921875,143337
877,297.0,298,46.19866180419922,143635
878,145.0,146,46.19866180419922,143781
879,145.0,146,46.19866180419922,143927
880,87.0,88,46.19866180419922,144015
881,64.0,65,46.19866180419922,144080
882,601.0,602,46.19866180419922,144682
883,567.0,568,46.19866180419922,145250
884,52.0,53,46.19866180419922,145303
885,148.0,149,62.88711166381836,145452
886,148.0,149,62.88711166381836,145601
887,296.0,297,62.88711166381836,145898
888,132.0,133,62.88711166381836,146031
889,145.0,146,62.88711166381836,146177
890,294.0,295,62.88711166381836,146472
891,288.0,289,62.88711166381836,146761
892,146.0,147,62.88711166381836,146908
893,567.0,568,63.73116683959961,147476
894,294.0,295,63.73116683959961,147771
895,145.0,146,63.73116683959961,147917
896,601.0,602,63.73116683959961,148519
897,175.0,176,63.73116683959961,148695
898,290.0,291,63.73116683959961,148986
899,290.0,291,63.73116683959961,149277
900,324.0,325,44.06523513793945,149602
901,170.0,171,44.06523513793945,149773
902,79.0,80,44.06523513793945,149853
903,132.0,133,44.06523513793945,149986
904,213.0,214,44.06523513793945,150200
905,601.0,602,44.06523513793945,150802
906,601.0,602,44.06523513793945,151404
907,177.0,178,74.95684051513672,151582
908,288.0,289,74.95684051513672,151871
909,124.0,125,74.95684051513672,151996
910,291.0,292,74.95684051513672,152288
911,177.0,178,74.95684051513672,152466
912,298.0,299,74.95684051513672,152765
913,146.0,147,74.95684051513672,152912
914,134.0,135,74.95684051513672,153047
915,145.0,146,74.95684051513672,153193
916,145.0,146,74.95684051513672,153339
917,130.0,131,74.95684051513672,153470
918,64.0,65,74.95684051513672,153535
919,291.0,292,62.083595275878906,153827
920,213.0,214,62.083595275878906,154041
921,146.0,147,62.083595275878906,154188
922,292.0,293,62.083595275878906,154481
923,147.0,148,62.083595275878906,154629
924,147.0,148,62.083595275878906,154777
925,125.0,126,62.083595275878906,154903
926,145.0,146,62.083595275878906,155049
927,300.0,301,62.083595275878906,155350
928,288.0,289,62.083595275878906,155639
929,293.0,294,59.09249496459961,155933
930,601.0,602,59.09249496459961,156535
931,457.0,458,59.09249496459961,156993
932,294.0,295,59.09249496459961,157288
933,87.0,88,59.09249496459961,157376
934,145.0,146,59.09249496459961,157522
935,650.0,651,47.672821044921875,158173
936,293.0,294,47.672821044921875,158467
937,293.0,294,47.672821044921875,158761
938,457.0,458,47.672821044921875,159219
939,292.0,293,47.672821044921875,159512
940,305.0,306,25.16063117980957,159818
941,299.0,300,25.16063117980957,160118
942,83.0,84,25.16063117980957,160202
943,295.0,296,25.16063117980957,160498
944,569.0,570,25.16063117980957,161068
945,76.0,77,25.16063117980957,161145
946,146.0,147,25.16063117980957,161292
947,145.0,146,25.16063117980957,161438
948,146.0,147,25.16063117980957,161585
949,145.0,146,25.16063117980957,161731
950,292.0,293,74.85282897949219,162024
951,291.0,292,74.85282897949219,162316
952,145.0,146,74.85282897949219,162462
953,145.0,146,74.85282897949219,162608
954,86.0,87,74.85282897949219,162695
955,289.0,290,74.85282897949219,162985
956,64.0,65,74.85282897949219,163050
957,145.0,146,74.85282897949219,163196
958,145.0,146,74.85282897949219,163342
959,133.0,134,74.85282897949219,163476
960,86.0,87,74.85282897949219,163563
961,457.0,458,99.00545501708984,164021
962,86.0,87,99.00545501708984,164108
963,247.0,248,99.00545501708984,164356
964,219.0,220,99.00545501708984,164576
965,274.0,275,99.00545501708984,164851
966,296.0,297,99.00545501708984,165148
967,79.0,80,99.00545501708984,165228
968,563.0,564,99.00545501708984,165792
969,178.0,179,66.35494232177734,165971
970,145.0,146,66.35494232177734,166117
971,298.0,299,66.35494232177734,166416
972,145.0,146,66.35494232177734,166562
973,472.0,473,66.35494232177734,167035
974,559.0,560,66.35494232177734,167595
975,324.0,325,66.35494232177734,167920
976,146.0,147,68.69491577148438,168067
977,291.0,292,68.69491577148438,168359
978,457.0,458,68.69491577148438,168817
979,297.0,298,68.69491577148438,169115
980,64.0,65,68.69491577148438,169180
981,84.0,85,68.69491577148438,169265
982,291.0,292,68.69491577148438,169557
983,244.0,245,68.69491577148438,169802
984,295.0,296,38.417293548583984,170098
985,79.0,80,38.417293548583984,170178
986,145.0,146,38.417293548583984,170324
987,293.0,294,38.417293548583984,170618
988,655.0,656,38.417293548583984,171274
989,65.0,66,38.417293548583984,171340
990,145.0,146,38.417293548583984,171486
991,145.0,146,38.417293548583984,171632
992,145.0,146,38.417293548583984,171778
993,145.0,146,38.417293548583984,171924
994,145.0,146,54.60736083984375,172070
995,64.0,65,54.60736083984375,172135
996,294.0,295,54.60736083984375,172430
997,145.0,146,54.60736083984375,172576
998,134.0,135,54.60736083984375,172711
999,291.0,292,54.60736083984375,173003
1000,64.0,65,54.60736083984375,173068
1001,206.0,207,54.60736083984375,173275
1002,289.0,290,54.60736083984375,173565
1003,85.0,86,54.60736083984375,173651
1004,293.0,294,54.60736083984375,173945
1005,219.0,220,35.694061279296875,174165
1006,145.0,146,35.694061279296875,174311
1007,145.0,146,35.694061279296875,174457
1008,291.0,292,35.694061279296875,174749
1009,145.0,146,35.694061279296875,174895
1010,145.0,146,35.694061279296875,175041
1011,147.0,148,35.694061279296875,175189
1012,648.0,649,35.694061279296875,175838
1013,145.0,146,35.694061279296875,175984
1014,148.0,149,38.46350860595703,176133
1015,133.0,134,38.46350860595703,176267
1016,145.0,146,38.46350860595703,176413
1017,133.0,134,38.46350860595703,176547
1018,601.0,602,38.46350860595703,177149
1019,296.0,297,38.46350860595703,177446
1020,297.0,298,38.46350860595703,177744
1021,291.0,292,38.46350860595703,178036
1022,145.0,146,92.36847686767578,178182
1023,146.0,147,92.36847686767578,178329
1024,567.0,568,92.36847686767578,178897
1025,292.0,293,92.36847686767578,179190
1026,324.0,325,92.36847686767578,179515
1027,324.0,325,92.36847686767578,179840
1028,145.0,146,92.36847686767578,179986
1029,646.0,647,24.99874496459961,180633
1030,145.0,146,24.99874496459961,180779
1031,145.0,146,24.99874496459961,180925
1032,145.0,146,24.99874496459961,181071
1033,145.0,146,24.99874496459961,181217
1034,649.0,650,24.99874496459961,181867
1035,147.0,148,24.99874496459961,182015
1036,324.0,325,52.22102737426758,182340
1037,86.0,87,52.22102737426758,182427
1038,457.0,458,52.22102737426758,182885
1039,655.0,656,52.22102737426758,183541
1040,292.0,293,52.22102737426758,183834
1041,651.0,652,37.74237060546875,184486
1042,296.0,297,37.74237060546875,184783
1043,147.0,148,37.74237060546875,184931
1044,145.0,146,37.74237060546875,185077
1045,290.0,291,37.74237060546875,185368
1046,145.0,146,37.74237060546875,185514
1047,292.0,293,37.74237060546875,185807
1048,457.0,458,37.74237060546875,186265
1049,294.0,295,82.6889877319336,186560
1050,457.0,458,82.6889877319336,187018
1051,145.0,146,82.6889877319336,187164
1052,472.0,473,82.6889877319336,187637
1053,145.0,146,82.6889877319336,187783
1054,134.0,135,82.6889877319336,187918
1055,146.0,147,82.6889877319336,188065
1056,294.0,295,82.6889877319336,188360
1057,291.0,292,47.06370162963867,188652
1058,133.0,134,47.06370162963867,188786
1059,145.0,146,47.06370162963867,188932
1060,568.0,569,47.06370162963867,189501
1061,296.0,297,47.06370162963867,189798
1062,294.0,295,47.06370162963867,190093
1063,457.0,458,37.646568298339844,190551
1064,296.0,297,37.646568298339844,190848
1065,656.0,657,37.646568298339844,191505
1066,450.0,451,37.646568298339844,191956
1067,651.0,652,52.088523864746094,192608
1068,293.0,294,52.088523864746094,192902
1069,648.0,649,52.088523864746094,193551
1070,293.0,294,52.088523864746094,193845
1071,457.0,458,52.088523864746094,194303
1072,65.0,66,52.088523864746094,194369
1073,457.0,458,54.980709075927734,194827
1074,324.0,325,54.980709075927734,195152
1075,145.0,146,54.980709075927734,195298
1076,657.0,658,54.980709075927734,195956
1077,146.0,147,54.980709075927734,196103
1078,655.0,656,40.506927490234375,196759
1079,299.0,300,40.506927490234375,197059
1080,77.0,78,40.506927490234375,197137
1081,288.0,289,40.506927490234375,197426
1082,290.0,291,40.506927490234375,197717
1083,145.0,146,40.506927490234375,197863
1084,457.0,458,40.506927490234375,198321
1085,300.0,301,40.506927490234375,198622
1086,457.0,458,43.08134460449219,199080
1087,650.0,651,43.08134460449219,199731
1088,655.0,656,43.08134460449219,200387
1089,192.0,193,43.08134460449219,200580
1090,64.0,65,43.08134460449219,200645
1091,145.0,146,57.06642532348633,200791
1092,146.0,147,57.06642532348633,200938
1093,457.0,458,57.06642532348633,201396
1094,145.0,146,57.06642532348633,201542
1095,655.0,656,57.06642532348633,202198
1096,287.0,288,57.06642532348633,202486
1097,146.0,147,57.06642532348633,202633
1098,145.0,146,45.48077392578125,202779
1099,145.0,146,45.48077392578125,202925
1100,145.0,146,45.48077392578125,203071
1101,145.0,146,45.48077392578125,203217
1102,651.0,652,45.48077392578125,203869
1103,88.0,89,45.48077392578125,203958
1104,291.0,292,45.48077392578125,204250
1105,145.0,146,45.48077392578125,204396
1106,472.0,473,34.58298110961914,204869
1107,64.0,65,34.58298110961914,204934
1108,653.0,654,34.58298110961914,205588
1109,145.0,146,34.58298110961914,205734
1110,145.0,146,34.58298110961914,205880
1111,145.0,146,34.58298110961914,206026
1112,79.0,80,34.58298110961914,206106
1113,145.0,146,34.58298110961914,206252
1114,77.0,78,34.58298110961914,206330
1115,301.0,302,34.58298110961914,206632
1116,82.0,83,34.58298110961914,206715
1117,145.0,146,61.3859748840332,206861
1118,303.0,304,61.3859748840332,207165
1119,145.0,146,61.3859748840332,207311
1120,567.0,568,61.3859748840332,207879
1121,655.0,656,61.3859748840332,208535
1122,79.0,80,61.3859748840332,208615
1123,297.0,298,64.92855072021484,208913
1124,295.0,296,64.92855072021484,209209
1125,145.0,146,64.92855072021484,209355
1126,656.0,657,64.92855072021484,210012
1127,79.0,80,64.92855072021484,210092
1128,145.0,146,64.92855072021484,210238
1129,146.0,147,64.92855072021484,210385
1130,75.0,76,64.92855072021484,210461
1131,287.0,288,64.92855072021484,210749
1132,64.0,65,64.92855072021484,210814
1133,655.0,656,67.24478912353516,211470
1134,145.0,146,67.24478912353516,211616
1135,146.0,147,67.24478912353516,211763
1136,77.0,78,67.24478912353516,211841
1137,78.0,79,67.24478912353516,211920
1138,145.0,146,67.24478912353516,212066
1139,324.0,325,67.24478912353516,212391
1140,287.0,288,67.24478912353516,212679
1141,567.0,568,35.36870193481445,213247
1142,558.0,559,35.36870193481445,213806
1143,70.0,71,35.36870193481445,213877
1144,291.0,292,35.36870193481445,214169
1145,472.0,473,35.36870193481445,214642
1146,145.0,146,35.36870193481445,214788
1147,453.0,454,62.60479736328125,215242
1148,649.0,650,62.60479736328125,215892
1149,265.0,266,62.60479736328125,216158
1150,324.0,325,62.60479736328125,216483
1151,145.0,146,62.60479736328125,216629
1152,654.0,655,16.83888053894043,217284
1153,145.0,146,16.83888053894043,217430
1154,299.0,300,16.83888053894043,217730
1155,274.0,275,16.83888053894043,218005
1156,76.0,77,16.83888053894043,218082
1157,146.0,147,16.83888053894043,218229
1158,290.0,291,16.83888053894043,218520
1159,64.0,65,16.83888053894043,218585
1160,248.0,249,16.83888053894043,218834
1161,297.0,298,16.83888053894043,219132
1162,294.0,295,73.49864959716797,219427
1163,297.0,298,73.49864959716797,219725
1164,145.0,146,73.49864959716797,219871
1165,268.0,269,73.49864959716797,220140
1166,457.0,458,73.49864959716797,220598
1167,72.0,73,73.49864959716797,220671
1168,145.0,146,73.49864959716797,220817
1169,77.0,78,73.49864959716797,220895
1170,77.0,78,73.49864959716797,220973
1171,146.0,147,73.49864959716797,221120
1172,567.0,568,53.0202751159668,221688
1173,146.0,147,53.0202751159668,221835
1174,299.0,300,53.0202751159668,222135
1175,567.0,568,53.0202751159668,222703
1176,565.0,566,47.280433654785156,223269
1177,295.0,296,47.280433654785156,223565
1178,195.0,196,47.280433654785156,223761
1179,145.0,146,47.280433654785156,223907
1180,145.0,146,47.280433654785156,224053
1181,655.0,656,47.280433654785156,224709
1182,145.0,146,47.280433654785156,224855
1183,146.0,147,47.280433654785156,225002
1184,77.0,78,47.280433654785156,225080
1185,134.0,135,47.280433654785156,225215
1186,324.0,325,77.2367935180664,225540
1187,291.0,292,77.2367935180664,225832
1188,178.0,179,77.2367935180664,226011
1189,70.0,71,77.2367935180664,226082
1190,77.0,78,77.2367935180664,226160
1191,457.0,458,77.2367935180664,226618
1192,299.0,300,77.2367935180664,226918
1193,145.0,146,77.2367935180664,227064
1194,73.0,74,77.2367935180664,227138
1195,206.0,207,48.00070571899414,227345
1196,324.0,325,48.00070571899414,227670
1197,323.0,324,48.00070571899414,227994
1198,568.0,569,48.00070571899414,228563
1199,457.0,458,48.00070571899414,229021
1200,146.0,147,48.00070571899414,229168
1201,457.0,458,34.26058578491211,229626
1202,324.0,325,34.26058578491211,229951
1203,300.0,301,34.26058578491211,230252
1204,168.0,169,34.26058578491211,230421
1205,145.0,146,34.26058578491211,230567
1206,166.0,167,34.26058578491211,230734
1207,300.0,301,34.26058578491211,231035
1208,166.0,167,34.26058578491211,231202
1209,78.0,79,34.26058578491211,231281
1210,80.0,81,34.26058578491211,231362
1211,70.0,71,49.48680877685547,231433
1212,145.0,146,49.48680877685547,231579
1213,145.0,146,49.48680877685547,231725
1214,299.0,300,49.48680877685547,232025
1215,419.0,420,49.48680877685547,232445
1216,133.0,134,49.48680877685547,232579
1217,301.0,302,49.48680877685547,232881
1218,62.0,63,49.48680877685547,232944
1219,70.0,71,49.48680877685547,233015
1220,64.0,65,49.48680877685547,233080
1221,77.0,78,49.48680877685547,233158
1222,455.0,456,127.64632415771484,233614
1223,77.0,78,127.64632415771484,233692
1224,145.0,146,127.64632415771484,233838
1225,292.0,293,127.64632415771484,234131
1226,453.0,454,127.64632415771484,234585
1227,297.0,298,127.64632415771484,234883
1228,471.0,472,127.64632415771484,235355
1229,655.0,656,36.869510650634766,236011
1230,74.0,75,36.869510650634766,236086
1231,472.0,473,36.869510650634766,236559
1232,77.0,78,36.869510650634766,236637
1233,77.0,78,36.869510650634766,236715
1234,76.0,77,36.869510650634766,236792
1235,145.0,146,36.869510650634766,236938
1236,289.0,290,36.869510650634766,237228
1237,323.0,324,36.869510650634766,237552
1238,756.0,757,20.707721710205078,238309
1239,147.0,148,20.707721710205078,238457
1240,165.0,166,20.707721710205078,238623
1241,287.0,288,20.707721710205078,238911
1242,77.0,78,20.707721710205078,238989
1243,63.0,64,20.707721710205078,239053
1244,297.0,298,20.707721710205078,239351
1245,64.0,65,20.707721710205078,239416
1246,77.0,78,20.707721710205078,239494
1247,78.0,79,20.707721710205078,239573
1248,299.0,300,47.98432540893555,239873
1249,472.0,473,47.98432540893555,240346
1250,65.0,66,47.98432540893555,240412
1251,324.0,325,47.98432540893555,240737
1252,295.0,296,47.98432540893555,241033
1253,77.0,78,47.98432540893555,241111
1254,300.0,301,47.98432540893555,241412
1255,145.0,146,47.98432540893555,241558
1256,297.0,298,49.55886459350586,241856
1257,559.0,560,49.55886459350586,242416
1258,472.0,473,49.55886459350586,242889
1259,323.0,324,49.55886459350586,243213
1260,77.0,78,49.55886459350586,243291
1261,70.0,71,49.55886459350586,243362
1262,78.0,79,49.55886459350586,243441
1263,79.0,80,49.55886459350586,243521
1264,164.0,165,49.55886459350586,243686
1265,472.0,473,30.01951789855957,244159
1266,164.0,165,30.01951789855957,244324
1267,164.0,165,30.01951789855957,244489
1268,324.0,325,30.01951789855957,244814
1269,164.0,165,30.01951789855957,244979
1270,64.0,65,30.01951789855957,245044
1271,77.0,78,30.01951789855957,245122
1272,296.0,297,30.01951789855957,245419
1273,657.0,658,78.2658462524414,246077
1274,70.0,71,78.2658462524414,246148
1275,291.0,292,78.2658462524414,246440
1276,419.0,420,78.2658462524414,246860
1277,300.0,301,78.2658462524414,247161
1278,70.0,71,78.2658462524414,247232
1279,70.0,71,78.2658462524414,247303
1280,145.0,146,78.2658462524414,247449
1281,304.0,305,78.2658462524414,247754
1282,297.0,298,43.80983352661133,248052
1283,454.0,455,43.80983352661133,248507
1284,323.0,324,43.80983352661133,248831
1285,146.0,147,43.80983352661133,248978
1286,182.0,183,43.80983352661133,249161
1287,77.0,78,43.80983352661133,249239
1288,323.0,324,43.80983352661133,249563
1289,324.0,325,55.32680130004883,249888
1290,145.0,146,55.32680130004883,250034
1291,78.0,79,55.32680130004883,250113
1292,454.0,455,55.32680130004883,250568
1293,457.0,458,55.32680130004883,251026
1294,148.0,149,55.32680130004883,251175
1295,324.0,325,55.32680130004883,251500
1296,145.0,146,55.32680130004883,251646
1297,77.0,78,55.32680130004883,251724
1298,299.0,300,43.372249603271484,252024
1299,653.0,654,43.372249603271484,252678
1300,295.0,296,43.372249603271484,252974
1301,567.0,568,43.372249603271484,253542
1302,146.0,147,43.372249603271484,253689
1303,78.0,79,43.372249603271484,253768
1304,147.0,148,43.372249603271484,253916
1305,295.0,296,34.572994232177734,254212
1306,303.0,304,34.572994232177734,254516
1307,454.0,455,34.572994232177734,254971
1308,301.0,302,34.572994232177734,255273
1309,77.0,78,34.572994232177734,255351
1310,80.0,81,34.572994232177734,255432
1311,294.0,295,34.572994232177734,255727
1312,299.0,300,24.062332153320312,256027
1313,561.0,562,24.062332153320312,256589
1314,560.0,561,24.062332153320312,257150
1315,499.0,500,24.062332153320312,257650
1316,78.0,79,24.062332153320312,257729
1317,323.0,324,30.458354949951172,258053
1318,76.0,77,30.458354949951172,258130
1319,566.0,567,30.458354949951172,258697
1320,181.0,182,30.458354949951172,258879
1321,77.0,78,30.458354949951172,258957
1322,79.0,80,30.458354949951172,259037
1323,145.0,146,30.458354949951172,259183
1324,164.0,165,30.458354949951172,259348
1325,299.0,300,30.458354949951172,259648
1326,453.0,454,31.468069076538086,260102
1327,298.0,299,31.468069076538086,260401
1328,164.0,165,31.468069076538086,260566
1329,147.0,148,31.468069076538086,260714
1330,77.0,78,31.468069076538086,260792
1331,78.0,79,31.468069076538086,260871
1332,164.0,165,31.468069076538086,261036
1333,324.0,325,31.468069076538086,261361
1334,145.0,146,31.468069076538086,261507
1335,70.0,71,31.468069076538086,261578
1336,78.0,79,31.468069076538086,261657
1337,297.0,298,31.468069076538086,261955
1338,77.0,78,31.468069076538086,262033
1339,78.0,79,31.468069076538086,262112
1340,145.0,146,64.6321029663086,262258
1341,79.0,80,64.6321029663086,262338
1342,78.0,79,64.6321029663086,262417
1343,471.0,472,64.6321029663086,262889
1344,78.0,79,64.6321029663086,262968
1345,77.0,78,64.6321029663086,263046
1346,78.0,79,64.6321029663086,263125
1347,871.0,872,64.6321029663086,263997
1348,145.0,146,64.6321029663086,264143
1349,871.0,872,41.7682991027832,265015
1350,77.0,78,41.7682991027832,265093
1351,323.0,324,41.7682991027832,265417
1352,77.0,78,41.7682991027832,265495
1353,78.0,79,41.7682991027832,265574
1354,249.0,250,41.7682991027832,265824
1355,77.0,78,41.7682991027832,265902
1356,77.0,78,41.7682991027832,265980
1357,454.0,455,42.67097854614258,266435
1358,324.0,325,42.67097854614258,266760
1359,147.0,148,42.67097854614258,266908
1360,76.0,77,42.67097854614258,266985
1361,566.0,567,42.67097854614258,267552
1362,78.0,79,42.67097854614258,267631
1363,294.0,295,42.67097854614258,267926
1364,324.0,325,42.67097854614258,268251
1365,249.0,250,15.943144798278809,268501
1366,453.0,454,15.943144798278809,268955
1367,145.0,146,15.943144798278809,269101
1368,77.0,78,15.943144798278809,269179
1369,323.0,324,15.943144798278809,269503
1370,77.0,78,15.943144798278809,269581
1371,78.0,79,15.943144798278809,269660
1372,324.0,325,15.943144798278809,269985
1373,77.0,78,15.943144798278809,270063
1374,145.0,146,15.943144798278809,270209
1375,145.0,146,50.45646667480469,270355
1376,301.0,302,50.45646667480469,270657
1377,560.0,561,50.45646667480469,271218
1378,931.0,932,50.45646667480469,272150
1379,78.0,79,50.45646667480469,272229
1380,471.0,472,31.913896560668945,272701
1381,562.0,563,31.913896560668945,273264
1382,145.0,146,31.913896560668945,273410
1383,78.0,79,31.913896560668945,273489
1384,78.0,79,31.913896560668945,273568
1385,762.0,763,31.913896560668945,274331
1386,78.0,79,31.913896560668945,274410
1387,77.0,78,56.83203887939453,274488
1388,762.0,763,56.83203887939453,275251
1389,78.0,79,56.83203887939453,275330
1390,323.0,324,56.83203887939453,275654
1391,560.0,561,56.83203887939453,276215
1392,78.0,79,56.83203887939453,276294
1393,80.0,81,56.83203887939453,276375
1394,499.0,500,13.342637062072754,276875
1395,80.0,81,13.342637062072754,276956
1396,871.0,872,13.342637062072754,277828
1397,296.0,297,13.342637062072754,278125
1398,453.0,454,26.2005672454834,278579
1399,454.0,455,26.2005672454834,279034
1400,299.0,300,26.2005672454834,279334
1401,297.0,298,26.2005672454834,279632
1402,871.0,872,26.2005672454834,280504
1403,145.0,146,10.780336380004883,280650
1404,653.0,654,10.780336380004883,281304
1405,558.0,559,10.780336380004883,281863
1406,871.0,872,33.43111038208008,282735
1407,454.0,455,33.43111038208008,283190
1408,77.0,78,33.43111038208008,283268
1409,77.0,78,33.43111038208008,283346
1410,762.0,763,33.43111038208008,284109
1411,302.0,303,33.43111038208008,284412
1412,78.0,79,33.43111038208008,284491
1413,77.0,78,33.43111038208008,284569
1414,145.0,146,23.91887855529785,284715
1415,871.0,872,23.91887855529785,285587
1416,77.0,78,23.91887855529785,285665
1417,78.0,79,23.91887855529785,285744
1418,77.0,78,23.91887855529785,285822
1419,754.0,755,23.91887855529785,286577
1420,871.0,872,28.289472579956055,287449
1421,77.0,78,28.289472579956055,287527
1422,77.0,78,28.289472579956055,287605
1423,656.0,657,28.289472579956055,288262
1424,472.0,473,28.289472579956055,288735
1425,70.0,71,9.456067085266113,288806
1426,654.0,655,9.456067085266113,289461
1427,77.0,78,9.456067085266113,289539
1428,77.0,78,9.456067085266113,289617
1429,451.0,452,9.456067085266113,290069
1430,77.0,78,9.456067085266113,290147
1431,817.0,818,58.66304397583008,290965
1432,145.0,146,58.66304397583008,291111
1433,78.0,79,58.66304397583008,291190
1434,298.0,299,58.66304397583008,291489
1435,79.0,80,58.66304397583008,291569
1436,568.0,569,58.66304397583008,292138
1437,78.0,79,58.66304397583008,292217
1438,453.0,454,58.66304397583008,292671
1439,323.0,324,54.77021789550781,292995
1440,77.0,78,54.77021789550781,293073
1441,290.0,291,54.77021789550781,293364
1442,77.0,78,54.77021789550781,293442
1443,299.0,300,54.77021789550781,293742
1444,324.0,325,54.77021789550781,294067
